shipment_id,product_id,carrier_id,route_id,shipment_date,promised_delivery_date,actual_delivery_date,quantity_shipped,quantity_delivered,shipment_value_usd
S016213,P012,C04,R013,2024-04-01,2024-04-02,2024-04-02,268,268,1066640
S016214,P001,C04,R038,2022-04-23,2022-04-27,2022-04-27,138,138,20010
S016215,P019,C04,R022,2024-07-24,2024-07-28,2024-07-28,118,118,2684.5
S016216,P018,C01,R023,2023-01-18,2023-01-19,2023-01-19,291,291,9894
S016217,P018,C01,R006,2024-11-25,2024-11-29,2024-11-29,143,143,4862
S016218,P003,C09,R032,2024-01-23,2024-01-26,2024-01-30,149,149,6258
S016219,P011,C05,R030,2024-09-22,2024-09-25,2024-09-25,322,322,930580
S016220,P012,C06,R006,2024-01-12,2024-01-16,2024-01-16,101,101,401980
S016221,P019,C08,R048,2024-06-29,2024-07-01,2024-07-01,327,310,7439.25
S016222,P004,C02,R017,2024-11-18,2024-11-19,2024-11-19,334,334,25467.5
S016223,P011,C07,R042,2024-05-17,2024-05-21,2024-05-21,23,23,66470
S016224,P020,C06,R026,2024-07-22,2024-07-24,2024-07-24,421,421,6315
S016225,P007,C03,R036,2024-01-26,2024-01-31,2024-01-31,53,53,166950
S016226,P009,C05,R008,2024-05-13,2024-05-15,2024-05-15,66,66,20460
S016227,P018,C09,R029,2024-12-14,2024-12-15,2024-12-15,261,261,8874
S016228,P014,C09,R040,2023-03-23,2023-03-26,2023-03-26,420,420,2604000
S016229,P009,C06,R024,2023-06-08,2023-06-13,2023-06-13,444,444,137640
S016230,P006,C02,R016,2024-05-19,2024-05-24,2024-05-24,102,102,428400
S016231,P011,C02,R035,2023-06-26,2023-06-28,2023-06-28,496,496,1433440
S016232,P003,C04,R039,2023-09-13,2023-09-14,2023-09-14,269,269,11298
S016233,P009,C06,R031,2023-08-19,2023-08-20,2023-08-20,488,488,151280
S016234,P008,C08,R039,2022-12-24,2022-12-25,2022-12-25,429,429,122265
S016235,P006,C04,R007,2023-11-23,2023-11-25,2023-11-25,130,130,546000
S016236,P008,C08,R030,2024-08-23,2024-08-26,2024-08-26,411,411,117135
S016237,P014,C06,R037,2024-06-23,2024-06-24,2024-06-24,332,332,2058400
S016238,P001,C01,R044,2024-07-03,2024-07-08,2024-07-08,146,146,21170
S016239,P006,C09,R009,2022-09-25,2022-09-26,2022-09-26,347,347,1457400
S016240,P006,C03,R025,2022-07-02,2022-07-03,2022-07-03,71,71,298200
S016241,P008,C05,R035,2024-11-08,2024-11-10,2024-11-10,215,215,61275
S016242,P004,C06,R018,2023-08-01,2023-08-05,2023-08-05,326,326,24857.5
S016243,P005,C10,R047,2022-04-07,2022-04-08,2022-04-08,200,200,42000
S016244,P013,C09,R030,2024-08-03,2024-08-06,2024-08-07,165,165,309375
S016245,P008,C03,R038,2024-05-16,2024-05-20,2024-05-20,496,474,141360
S016246,P015,C04,R007,2024-03-25,2024-03-27,2024-03-27,196,196,519400
S016247,P010,C04,R021,2023-09-12,2023-09-13,2023-09-13,272,272,1523200
S016248,P008,C05,R017,2023-10-19,2023-10-20,2023-10-20,193,193,55005
S016249,P013,C02,R022,2023-04-13,2023-04-17,2023-04-17,203,203,380625
S016250,P001,C02,R015,2024-09-20,2024-09-21,2024-09-21,238,238,34510
S016251,P020,C10,R018,2024-05-13,2024-05-17,2024-05-17,249,249,3735
S016252,P001,C06,R008,2024-03-18,2024-03-20,2024-03-20,70,70,10150
S016253,P007,C02,R044,2024-11-03,2024-11-08,2024-11-08,229,229,721350
S016254,P016,C10,R027,2023-08-16,2023-08-18,2023-08-18,467,467,1550440
S016255,P002,C06,R018,2024-08-23,2024-08-27,2024-08-27,472,472,46492
S016256,P009,C08,R004,2023-12-23,2023-12-27,2023-12-27,406,406,125860
S016257,P004,C10,R049,2023-06-01,2023-06-02,2023-06-02,485,485,36981.25
S016258,P006,C07,R044,2024-08-23,2024-08-28,2024-08-28,416,416,1747200
S016259,P005,C07,R041,2024-06-30,2024-07-01,2024-07-01,432,432,90720
S016260,P013,C05,R010,2024-12-26,2024-12-31,2025-01-02,142,142,266250
S016261,P005,C09,R023,2024-03-06,2024-03-07,2024-03-07,49,49,10290
S016262,P002,C08,R023,2024-08-18,2024-08-19,2024-08-19,407,407,40089.5
S016263,P005,C05,R025,2024-11-29,2024-11-30,2024-11-30,421,421,88410
S016264,P005,C05,R021,2024-05-02,2024-05-03,2024-05-06,86,86,18060
S016265,P017,C10,R008,2023-07-25,2023-07-27,2023-07-31,65,65,1202.5
S016266,P013,C08,R040,2024-03-21,2024-03-24,2024-03-24,411,411,770625
S016267,P013,C07,R025,2023-11-26,2023-11-27,2023-11-27,27,27,50625
S016268,P001,C05,R012,2024-11-17,2024-11-19,2024-11-20,209,209,30305
S016269,P013,C10,R003,2024-02-26,2024-02-27,2024-02-27,132,132,247500
S016270,P017,C07,R045,2023-09-22,2023-09-23,2023-09-23,232,232,4292
S016271,P015,C01,R024,2023-10-28,2023-11-02,2023-11-06,225,225,596250
S016272,P009,C01,R001,2022-09-29,2022-09-30,2022-09-30,58,58,17980
S016273,P007,C05,R022,2024-04-09,2024-04-13,2024-04-16,249,249,784350
S016274,P016,C10,R049,2023-06-28,2023-06-29,2023-06-29,310,310,1029200
S016275,P016,C08,R020,2022-11-24,2022-11-28,2022-11-28,472,472,1567040
S016276,P014,C01,R008,2024-12-22,2024-12-24,2024-12-24,235,235,1457000
S016277,P005,C02,R015,2023-11-05,2023-11-06,2023-11-08,343,343,72030
S016278,P004,C02,R010,2023-12-19,2023-12-24,2023-12-24,475,475,36218.75
S016279,P012,C02,R025,2022-04-18,2022-04-19,2022-04-19,461,461,1834780
S016280,P004,C09,R050,2023-12-27,2023-12-31,2024-01-01,495,495,37743.75
S016281,P001,C05,R033,2022-10-30,2022-10-31,2022-10-31,331,331,47995
S016282,P008,C04,R034,2023-11-27,2023-12-01,2023-12-01,321,321,91485
S016283,P019,C07,R008,2023-12-21,2023-12-23,2023-12-23,185,185,4208.75
S016284,P019,C03,R043,2023-12-07,2023-12-08,2023-12-08,45,45,1023.75
S016285,P015,C05,R036,2023-02-17,2023-02-22,2023-02-24,496,496,1314400
S016286,P010,C09,R025,2024-08-16,2024-08-17,2024-08-17,174,174,974400
S016287,P020,C10,R005,2024-04-03,2024-04-04,2024-04-04,56,56,840
S016288,P004,C03,R027,2024-07-10,2024-07-12,2024-07-12,126,126,9607.5
S016289,P012,C04,R015,2024-10-10,2024-10-11,2024-10-11,62,62,246760
S016290,P016,C09,R045,2022-04-03,2022-04-04,2022-04-04,234,234,776880
S016291,P010,C03,R033,2023-08-28,2023-08-29,2023-08-29,447,447,2503200
S016292,P003,C08,R037,2024-10-20,2024-10-21,2024-10-21,205,205,8610
S016293,P003,C05,R042,2024-09-21,2024-09-25,2024-09-25,439,439,18438
S016294,P013,C07,R002,2023-06-21,2023-06-25,2023-06-25,30,30,56250
S016295,P015,C04,R020,2023-08-07,2023-08-11,2023-08-11,30,30,79500
S016296,P020,C05,R020,2023-02-26,2023-03-02,2023-03-02,439,439,6585
S016297,P005,C10,R004,2022-03-17,2022-03-21,2022-03-24,398,398,83580
S016298,P007,C04,R023,2024-05-02,2024-05-03,2024-05-03,361,361,1137150
S016299,P007,C01,R044,2024-07-02,2024-07-07,2024-07-07,429,429,1351350
S016300,P004,C07,R009,2024-06-26,2024-06-27,2024-06-28,440,440,33550
S016301,P015,C09,R042,2023-06-22,2023-06-26,2023-06-26,106,106,280900
S016302,P013,C04,R014,2023-12-03,2023-12-07,2023-12-07,126,126,236250
S016303,P008,C03,R047,2024-08-14,2024-08-15,2024-08-15,247,247,70395
S016304,P019,C08,R050,2024-10-10,2024-10-14,2024-10-14,244,244,5551
S016305,P011,C03,R020,2023-11-13,2023-11-17,2023-11-17,485,485,1401650
S016306,P008,C07,R001,2024-02-13,2024-02-14,2024-02-14,53,53,15105
S016307,P017,C09,R010,2023-10-14,2023-10-19,2023-10-19,292,292,5402
S016308,P007,C09,R007,2023-07-23,2023-07-25,2023-07-25,80,80,252000
S016309,P008,C10,R042,2024-11-07,2024-11-11,2024-11-11,219,219,62415
S016310,P016,C02,R021,2023-03-13,2023-03-14,2023-03-14,68,68,225760
S016311,P006,C03,R037,2024-01-15,2024-01-16,2024-01-16,283,283,1188600
S016312,P018,C02,R027,2023-08-03,2023-08-05,2023-08-05,125,125,4250
S016313,P019,C09,R029,2024-07-26,2024-07-27,2024-07-27,442,442,10055.5
S016314,P013,C06,R003,2022-05-25,2022-05-26,2022-05-27,334,334,626250
S016315,P016,C05,R022,2024-11-20,2024-11-24,2024-11-26,391,391,1298120
S016316,P003,C07,R009,2024-11-06,2024-11-07,2024-11-07,94,94,3948
S016317,P008,C05,R006,2024-08-03,2024-08-07,2024-08-10,85,85,24225
S016318,P005,C08,R036,2023-06-12,2023-06-17,2023-06-20,286,286,60060
S016319,P001,C06,R048,2024-12-10,2024-12-12,2024-12-12,492,492,71340
S016320,P011,C02,R018,2023-01-21,2023-01-25,2023-01-25,268,268,774520
S016321,P005,C04,R013,2024-02-07,2024-02-08,2024-02-08,201,201,42210
S016322,P010,C08,R022,2022-08-31,2022-09-04,2022-09-04,364,364,2038400
S016323,P001,C01,R041,2023-01-12,2023-01-13,2023-01-13,81,81,11745
S016324,P002,C03,R004,2024-10-06,2024-10-10,2024-10-12,157,157,15464.5
S016325,P002,C04,R017,2023-02-16,2023-02-17,2023-02-17,52,52,5122
S016326,P018,C06,R004,2023-03-03,2023-03-07,2023-03-07,113,113,3842
S016327,P013,C01,R015,2024-10-07,2024-10-08,2024-10-08,424,424,795000
S016328,P017,C04,R028,2024-12-08,2024-12-11,2024-12-11,256,256,4736
S016329,P009,C07,R016,2024-04-06,2024-04-11,2024-04-11,336,336,104160
S016330,P016,C05,R038,2023-10-21,2023-10-25,2023-10-25,235,235,780200
S016331,P019,C04,R049,2022-10-06,2022-10-07,2022-10-07,257,257,5846.75
S016332,P001,C01,R006,2024-08-02,2024-08-06,2024-08-06,86,86,12470
S016333,P009,C02,R022,2023-05-19,2023-05-23,2023-05-23,329,329,101990
S016334,P017,C07,R030,2022-09-07,2022-09-10,2022-09-11,267,267,4939.5
S016335,P009,C08,R021,2024-05-03,2024-05-04,2024-05-04,449,449,139190
S016336,P003,C05,R040,2023-06-02,2023-06-05,2023-06-05,284,284,11928
S016337,P011,C04,R034,2024-03-11,2024-03-15,2024-03-15,174,174,502860
S016338,P012,C02,R013,2024-12-11,2024-12-12,2024-12-12,246,246,979080
S016339,P020,C04,R020,2023-02-07,2023-02-11,2023-02-11,207,207,3105
S016340,P005,C08,R050,2023-11-02,2023-11-06,2023-11-06,56,56,11760
S016341,P003,C10,R028,2022-11-21,2022-11-24,2022-11-24,67,67,2814
S016342,P019,C10,R024,2024-11-22,2024-11-27,2024-11-27,276,276,6279
S016343,P003,C04,R045,2024-03-15,2024-03-16,2024-03-16,181,181,7602
S016344,P018,C08,R038,2022-10-13,2022-10-17,2022-10-19,73,73,2482
S016345,P011,C02,R037,2024-09-25,2024-09-26,2024-09-26,420,420,1213800
S016346,P003,C02,R025,2024-06-22,2024-06-23,2024-06-23,152,152,6384
S016347,P002,C05,R028,2024-08-23,2024-08-26,2024-08-26,267,267,26299.5
S016348,P007,C06,R033,2024-03-03,2024-03-04,2024-03-04,55,55,173250
S016349,P005,C06,R016,2024-12-20,2024-12-25,2024-12-26,216,216,45360
S016350,P007,C10,R012,2024-09-15,2024-09-17,2024-09-17,66,66,207900
S016351,P004,C01,R047,2024-04-24,2024-04-25,2024-04-25,417,417,31796.25
S016352,P014,C10,R035,2023-03-12,2023-03-14,2023-03-14,347,347,2151400
S016353,P008,C01,R037,2024-10-19,2024-10-20,2024-10-20,97,97,27645
S016354,P003,C02,R007,2023-11-19,2023-11-21,2023-11-21,182,182,7644
S016355,P012,C04,R038,2023-05-19,2023-05-23,2023-05-23,360,360,1432800
S016356,P017,C07,R025,2024-07-23,2024-07-24,2024-07-24,445,445,8232.5
S016357,P020,C05,R014,2024-01-18,2024-01-22,2024-01-22,148,148,2220
S016358,P020,C09,R018,2023-01-29,2023-02-02,2023-02-02,61,61,915
S016359,P007,C03,R046,2023-11-10,2023-11-13,2023-11-14,67,67,211050
S016360,P011,C07,R003,2024-02-17,2024-02-18,2024-02-18,274,274,791860
S016361,P002,C06,R046,2022-10-04,2022-10-07,2022-10-07,427,427,42059.5
S016362,P005,C03,R004,2022-08-05,2022-08-09,2022-08-09,277,277,58170
S016363,P007,C03,R019,2024-10-09,2024-10-10,2024-10-10,476,476,1499400
S016364,P006,C10,R025,2024-09-29,2024-09-30,2024-09-30,363,363,1524600
S016365,P009,C05,R027,2024-12-19,2024-12-21,2024-12-23,418,418,129580
S016366,P016,C03,R005,2024-12-08,2024-12-09,2024-12-09,185,185,614200
S016367,P007,C06,R007,2023-08-08,2023-08-10,2023-08-10,333,333,1048950
S016368,P007,C06,R045,2024-04-18,2024-04-19,2024-04-19,298,298,938700
S016369,P015,C08,R026,2024-11-06,2024-11-08,2024-11-08,222,222,588300
S016370,P010,C10,R049,2023-08-29,2023-08-30,2023-08-30,318,318,1780800
S016371,P014,C08,R036,2023-02-04,2023-02-09,2023-02-09,180,180,1116000
S016372,P005,C05,R043,2023-07-09,2023-07-10,2023-07-10,269,269,56490
S016373,P019,C01,R045,2023-02-01,2023-02-02,2023-02-02,263,263,5983.25
S016374,P010,C07,R036,2023-04-10,2023-04-15,2023-04-15,261,261,1461600
S016375,P009,C08,R036,2023-03-12,2023-03-17,2023-03-17,360,360,111600
S016376,P006,C07,R038,2023-12-21,2023-12-25,2023-12-27,264,264,1108800
S016377,P010,C02,R034,2024-09-06,2024-09-10,2024-09-10,251,251,1405600
S016378,P013,C07,R034,2023-05-08,2023-05-12,2023-05-12,181,181,339375
S016379,P002,C04,R030,2024-07-26,2024-07-29,2024-07-29,25,25,2462.5
S016380,P011,C01,R023,2024-05-12,2024-05-13,2024-05-13,143,143,413270
S016381,P008,C05,R026,2024-05-10,2024-05-12,2024-05-15,300,300,85500
S016382,P008,C09,R032,2023-07-06,2023-07-09,2023-07-09,243,243,69255
S016383,P011,C05,R048,2023-11-20,2023-11-22,2023-11-22,145,145,419050
S016384,P013,C04,R025,2022-10-09,2022-10-10,2022-10-10,248,248,465000
S016385,P008,C10,R032,2023-08-09,2023-08-12,2023-08-16,22,22,6270
S016386,P009,C07,R002,2024-01-11,2024-01-15,2024-01-15,279,279,86490
S016387,P005,C09,R008,2024-06-03,2024-06-05,2024-06-07,492,492,103320
S016388,P018,C06,R036,2024-01-10,2024-01-15,2024-01-18,207,207,7038
S016389,P005,C01,R028,2024-11-24,2024-11-27,2024-11-27,261,261,54810
S016390,P018,C06,R008,2023-08-20,2023-08-22,2023-08-26,224,224,7616
S016391,P019,C05,R041,2024-11-15,2024-11-16,2024-11-16,437,437,9941.75
S016392,P001,C04,R013,2024-04-25,2024-04-26,2024-04-26,84,84,12180
S016393,P017,C06,R029,2024-07-22,2024-07-23,2024-07-23,458,458,8473
S016394,P014,C05,R043,2024-09-06,2024-09-07,2024-09-07,230,230,1426000
S016395,P020,C07,R033,2022-12-20,2022-12-21,2022-12-21,475,475,7125
S016396,P006,C06,R008,2023-10-07,2023-10-09,2023-10-12,349,349,1465800
S016397,P008,C05,R045,2023-05-31,2023-06-01,2023-06-01,437,437,124545
S016398,P002,C04,R050,2024-11-24,2024-11-28,2024-11-28,81,81,7978.5
S016399,P009,C06,R011,2024-01-11,2024-01-12,2024-01-12,209,209,64790
S016400,P008,C10,R023,2023-08-22,2023-08-23,2023-08-23,411,411,117135
S016401,P014,C08,R045,2024-08-15,2024-08-16,2024-08-18,129,129,799800
S016402,P001,C07,R028,2022-09-01,2022-09-04,2022-09-04,118,118,17110
S016403,P013,C10,R033,2023-12-21,2023-12-22,2023-12-22,489,489,916875
S016404,P007,C03,R020,2024-01-26,2024-01-30,2024-01-30,473,473,1489950
S016405,P005,C05,R006,2023-07-07,2023-07-11,2023-07-11,493,493,103530
S016406,P004,C09,R032,2024-02-10,2024-02-13,2024-02-13,374,374,28517.5
S016407,P019,C10,R014,2023-03-19,2023-03-23,2023-03-23,404,404,9191
S016408,P010,C01,R038,2024-12-10,2024-12-14,2024-12-14,395,395,2212000
S016409,P019,C07,R046,2024-08-28,2024-08-31,2024-08-31,434,434,9873.5
S016410,P005,C01,R034,2024-10-01,2024-10-05,2024-10-05,421,421,88410
S016411,P012,C06,R002,2024-12-22,2024-12-26,2024-12-26,47,47,187060
S016412,P014,C03,R001,2024-05-07,2024-05-08,2024-05-09,340,340,2108000
S016413,P002,C10,R044,2024-12-23,2024-12-28,2024-12-28,57,57,5614.5
S016414,P003,C03,R044,2023-04-25,2023-04-30,2023-04-30,212,212,8904
S016415,P013,C10,R007,2024-01-23,2024-01-25,2024-01-25,88,88,165000
S016416,P020,C10,R005,2024-07-06,2024-07-07,2024-07-07,165,165,2475
S016417,P001,C01,R042,2023-09-07,2023-09-11,2023-09-11,211,211,30595
S016418,P006,C09,R043,2023-12-09,2023-12-10,2023-12-10,492,492,2066400
S016419,P018,C06,R036,2022-09-27,2022-10-02,2022-10-02,223,223,7582
S016420,P009,C07,R034,2024-04-09,2024-04-13,2024-04-13,193,193,59830
S016421,P005,C09,R041,2024-07-24,2024-07-25,2024-07-25,324,324,68040
S016422,P002,C05,R041,2024-03-09,2024-03-10,2024-03-10,268,268,26398
S016423,P011,C03,R037,2022-05-18,2022-05-19,2022-05-19,77,77,222530
S016424,P016,C05,R044,2024-10-04,2024-10-09,2024-10-09,240,240,796800
S016425,P011,C10,R027,2024-11-08,2024-11-10,2024-11-10,303,303,875670
S016426,P005,C04,R035,2024-10-08,2024-10-10,2024-10-10,431,431,90510
S016427,P001,C07,R032,2023-12-27,2023-12-30,2023-12-30,61,61,8845
S016428,P005,C10,R028,2024-11-07,2024-11-10,2024-11-10,336,336,70560
S016429,P005,C06,R046,2024-06-20,2024-06-23,2024-06-27,288,288,60480
S016430,P005,C07,R026,2023-04-27,2023-04-29,2023-04-29,58,58,12180
S016431,P012,C03,R037,2024-08-16,2024-08-17,2024-08-17,451,451,1794980
S016432,P013,C10,R047,2024-07-20,2024-07-21,2024-07-21,215,215,403125
S016433,P015,C04,R009,2024-02-16,2024-02-17,2024-02-17,283,283,749950
S016434,P017,C08,R044,2022-10-14,2022-10-19,2022-10-19,380,380,7030
S016435,P011,C06,R016,2024-09-16,2024-09-21,2024-09-21,71,71,205190
S016436,P004,C02,R005,2024-03-11,2024-03-12,2024-03-12,61,61,4651.25
S016437,P015,C08,R029,2024-04-07,2024-04-08,2024-04-08,29,29,76850
S016438,P006,C08,R042,2023-08-18,2023-08-22,2023-08-22,313,313,1314600
S016439,P011,C04,R004,2023-10-11,2023-10-15,2023-10-15,138,138,398820
S016440,P014,C03,R033,2024-07-24,2024-07-25,2024-07-25,58,57,359600
S016441,P012,C07,R003,2023-11-13,2023-11-14,2023-11-14,185,185,736300
S016442,P019,C09,R032,2022-12-08,2022-12-11,2022-12-14,338,338,7689.5
S016443,P011,C09,R030,2023-05-05,2023-05-08,2023-05-08,57,57,164730
S016444,P004,C04,R039,2024-11-29,2024-11-30,2024-11-30,294,294,22417.5
S016445,P017,C02,R045,2024-07-08,2024-07-09,2024-07-09,268,268,4958
S016446,P010,C09,R015,2022-08-18,2022-08-19,2022-08-19,108,108,604800
S016447,P015,C09,R009,2022-04-23,2022-04-24,2022-04-24,380,380,1007000
S016448,P017,C05,R042,2023-02-12,2023-02-16,2023-02-16,22,22,407
S016449,P016,C04,R041,2023-12-17,2023-12-18,2023-12-21,273,273,906360
S016450,P009,C10,R050,2022-06-25,2022-06-29,2022-06-29,478,478,148180
S016451,P009,C07,R003,2023-06-14,2023-06-15,2023-06-16,213,213,66030
S016452,P007,C03,R017,2024-04-19,2024-04-20,2024-04-20,70,70,220500
S016453,P008,C02,R042,2024-03-21,2024-03-25,2024-03-25,479,479,136515
S016454,P007,C06,R002,2024-07-28,2024-08-01,2024-08-04,242,242,762300
S016455,P005,C02,R036,2024-11-06,2024-11-11,2024-11-11,227,227,47670
S016456,P004,C09,R010,2023-07-13,2023-07-18,2023-07-18,72,72,5490
S016457,P008,C08,R044,2024-10-28,2024-11-02,2024-11-02,262,262,74670
S016458,P010,C05,R016,2022-09-02,2022-09-07,2022-09-07,182,182,1019200
S016459,P011,C03,R036,2023-08-09,2023-08-14,2023-08-15,125,125,361250
S016460,P001,C02,R029,2023-11-21,2023-11-22,2023-11-25,491,491,71195
S016461,P016,C04,R026,2023-08-02,2023-08-04,2023-08-06,46,46,152720
S016462,P004,C05,R029,2024-02-18,2024-02-19,2024-02-19,185,185,14106.25
S016463,P002,C06,R046,2024-05-20,2024-05-23,2024-05-23,195,195,19207.5
S016464,P015,C08,R028,2024-03-12,2024-03-15,2024-03-15,411,411,1089150
S016465,P012,C03,R017,2023-01-06,2023-01-07,2023-01-07,471,471,1874580
S016466,P007,C07,R012,2023-01-17,2023-01-19,2023-01-19,429,429,1351350
S016467,P018,C06,R039,2024-01-06,2024-01-07,2024-01-07,465,465,15810
S016468,P014,C05,R017,2023-04-14,2023-04-15,2023-04-15,465,465,2883000
S016469,P001,C06,R015,2024-02-23,2024-02-24,2024-02-24,105,105,15225
S016470,P014,C06,R046,2023-09-29,2023-10-02,2023-10-03,439,439,2721800
S016471,P017,C10,R018,2024-06-20,2024-06-24,2024-06-24,279,279,5161.5
S016472,P018,C09,R013,2023-01-16,2023-01-17,2023-01-17,28,28,952
S016473,P001,C08,R049,2023-11-02,2023-11-03,2023-11-03,147,147,21315
S016474,P007,C01,R031,2024-10-27,2024-10-28,2024-10-28,459,459,1445850
S016475,P012,C04,R003,2024-08-30,2024-08-31,2024-08-31,106,106,421880
S016476,P002,C10,R023,2023-05-20,2023-05-21,2023-05-21,82,82,8077
S016477,P018,C05,R008,2023-11-19,2023-11-21,2023-11-21,35,35,1190
S016478,P010,C09,R005,2024-08-17,2024-08-18,2024-08-18,434,434,2430400
S016479,P007,C10,R015,2023-10-05,2023-10-06,2023-10-06,241,241,759150
S016480,P010,C04,R018,2024-05-19,2024-05-23,2024-05-23,303,303,1696800
S016481,P016,C05,R031,2024-08-06,2024-08-07,2024-08-07,334,334,1108880
S016482,P015,C03,R047,2023-03-10,2023-03-11,2023-03-11,47,47,124550
S016483,P017,C08,R016,2024-11-21,2024-11-26,2024-11-26,394,394,7289
S016484,P014,C02,R015,2022-04-10,2022-04-11,2022-04-11,390,390,2418000
S016485,P012,C05,R008,2023-01-20,2023-01-22,2023-01-25,88,88,350240
S016486,P019,C03,R021,2023-06-13,2023-06-14,2023-06-14,352,352,8008
S016487,P015,C07,R024,2024-09-24,2024-09-29,2024-09-29,476,476,1261400
S016488,P004,C03,R026,2023-10-12,2023-10-14,2023-10-14,71,71,5413.75
S016489,P016,C02,R002,2022-06-26,2022-06-30,2022-06-30,316,316,1049120
S016490,P004,C09,R006,2024-08-06,2024-08-10,2024-08-11,450,450,34312.5
S016491,P015,C05,R036,2024-03-25,2024-03-30,2024-04-02,395,395,1046750
S016492,P008,C01,R047,2024-08-31,2024-09-01,2024-09-01,407,407,115995
S016493,P020,C10,R024,2024-10-21,2024-10-26,2024-10-29,462,462,6930
S016494,P006,C07,R023,2024-05-31,2024-06-01,2024-06-01,382,382,1604400
S016495,P015,C06,R018,2024-12-22,2024-12-26,2024-12-26,114,114,302100
S016496,P002,C10,R010,2024-08-29,2024-09-03,2024-09-03,463,463,45605.5
S016497,P008,C02,R025,2024-09-14,2024-09-15,2024-09-15,419,419,119415
S016498,P010,C10,R043,2024-02-06,2024-02-07,2024-02-07,290,290,1624000
S016499,P001,C07,R021,2024-08-02,2024-08-03,2024-08-03,487,487,70615
S016500,P010,C06,R040,2023-05-06,2023-05-09,2023-05-09,250,250,1400000
S016501,P010,C05,R023,2024-12-08,2024-12-09,2024-12-09,454,454,2542400
S016502,P018,C01,R008,2024-01-24,2024-01-26,2024-01-26,49,49,1666
S016503,P011,C01,R045,2023-12-02,2023-12-03,2023-12-03,300,300,867000
S016504,P019,C08,R017,2024-02-12,2024-02-13,2024-02-13,433,433,9850.75
S016505,P001,C10,R010,2023-06-18,2023-06-23,2023-06-23,213,213,30885
S016506,P002,C09,R025,2023-12-14,2023-12-15,2023-12-15,285,285,28072.5
S016507,P005,C09,R015,2024-06-02,2024-06-03,2024-06-03,223,223,46830
S016508,P013,C03,R001,2024-09-14,2024-09-15,2024-09-15,251,251,470625
S016509,P004,C02,R003,2024-01-03,2024-01-04,2024-01-04,86,86,6557.5
S016510,P020,C03,R030,2022-09-07,2022-09-10,2022-09-10,83,83,1245
S016511,P005,C06,R006,2024-05-15,2024-05-19,2024-05-19,405,405,85050
S016512,P006,C09,R015,2023-09-24,2023-09-25,2023-09-25,99,99,415800
S016513,P006,C05,R036,2024-08-26,2024-08-31,2024-08-31,244,244,1024800
S016514,P006,C01,R008,2023-12-16,2023-12-18,2023-12-18,75,75,315000
S016515,P007,C06,R038,2024-06-06,2024-06-10,2024-06-11,292,292,919800
S016516,P005,C09,R038,2024-05-15,2024-05-19,2024-05-19,318,318,66780
